Start Date (Time Zone: America / Denver),End Date (Time Zone: America / Denver),IP Address,Duration (in seconds),Response ID,RandNum_ID,Location Latitude,Location Longitude,Gender,Age,Education,Work Experience,Race,Race_Other_Text,Kevin_Kelly,What is the salary increase that [] asked for?,How did [] start the conversation?,What was Sean's reasoning for denying []'s request?,"On a scale of 1-10, how aggressive do you feel [] was being in that meeting?","On a scale of 1-10, how aggressive do you feel Sean was being in that meeting?",Did you feel that []'s actions were driven more by internal factors or by external factors?,Did you feel that Sean's actions were driven more by internal factors or by external factors?,Timing - Page Submit
4/3/21 8:40,4/3/21 8:44,24.164.135.143,215,R_1r3b0WtiEwMp3kM,2269095,40.90390015,-73.83699799,Male,30-44 years old,High school graduate (high school diploma or equivalent including GED),21+ years,Black or African American,,Kevin,15%,Recognized the entire team for their support,Does not have the budget for salary increases,0,0,External factors,External factors,187.531
4/3/21 8:51,4/3/21 8:52,24.35.78.57,54,R_2AL82KN4Nn3DJkC,4722844,47.62950134,-122.3164978,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),6-10 years,White,,Kevin,15%,Got straight to [his/her] request,Does not have the budget for salary increases,4,4,External factors,Internal factors,17.093
4/3/21 8:58,4/3/21 9:02,68.192.39.137,275,R_3D2w3xEVH0UHfG8,6026776,40.81109619,-72.7154007,Male,45-59 years old,"Professional degree (JD, MD)",21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,1,Internal factors,External factors,191.888
4/3/21 9:13,4/3/21 9:16,174.102.140.140,164,R_2YysyX97RKgkPFx,1141886,43.11720276,-88.34459686,Male,60+ years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,5,Internal factors,External factors,135.687
4/3/21 9:29,4/3/21 9:32,107.4.162.167,146,R_3hoq8vEusHYkX6Y,7231633,44.80599976,-93.14089966,Male,45-59 years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,2,Internal factors,External factors,123.408
4/3/21 9:49,4/3/21 9:52,108.218.249.132,197,R_1qWhg2BCp8bRf8h,4828257,34.23599243,-118.5234985,Female,60+ years old,Master's degree,21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,5,External factors,Internal factors,161.343
4/3/21 9:55,4/3/21 9:58,161.38.218.5,178,R_3M3RAThqeTAxPaH,5193682,32.66520691,-95.70480347,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,3,Internal factors,External factors,131.114
4/3/21 9:58,4/3/21 10:01,73.214.75.221,168,R_CkOjSyEEoetplQZ,2883727,40.39259338,-79.90519714,Female,60+ years old,High school graduate (high school diploma or equivalent including GED),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,3,External factors,Internal factors,134.962
4/3/21 10:06,4/3/21 10:09,47.199.74.44,211,R_1qaDU6Qx2UZsD3L,5875394,27.33900452,-82.34729767,Female,45-59 years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,6,Internal factors,Internal factors,168.352
4/3/21 10:16,4/3/21 10:19,97.87.36.219,127,R_2c1ZJA9QPpGT3k5,4566681,36.19850159,-81.13529968,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,2,External factors,Internal factors,91.813
4/3/21 10:17,4/3/21 10:20,172.58.230.202,158,R_2VeB3FhI67dmYR8,7744075,40.83120728,-73.90670013,Male,30-44 years old,Master's degree,6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,2,Internal factors,External factors,130.477
4/3/21 10:32,4/3/21 10:35,172.56.4.190,167,R_eLgeNz3cYWC7UUp,3892066,27.9447937,-82.24089813,Male,30-44 years old,High school graduate (high school diploma or equivalent including GED),21+ years,Black or African American,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,7,External factors,Internal factors,123.135
4/3/21 10:33,4/3/21 10:36,24.165.176.44,137,R_31RH0wFq3tL5lxX,1819122,41.0980072,-81.64219666,Female,45-59 years old,Master's degree,21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,10,0,Internal factors,External factors,110.901
4/3/21 10:57,4/3/21 11:02,97.34.128.70,248,R_3LhRXr9mCm76vdd,3630117,37.75100708,-97.8219986,Female,18-29 years old,High school graduate (high school diploma or equivalent including GED),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,1,Internal factors,Internal factors,168.827
4/3/21 11:40,4/3/21 11:41,8.44.142.245,70,R_5iGtuhkCCJ1k0Wl,2983486,37.75100708,-97.8219986,Female,45-59 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kevin,15%,Got straight to [his/her] request,Strict company policy on timing of salary increases,9,7,Internal factors,External factors,10.074
4/3/21 11:39,4/3/21 11:42,47.34.243.8,120,R_YRM3SaIFJNnsy2Z,5126074,34.54040527,-117.3531952,Female,30-44 years old,Bachelor's degree in college (4-year),6-10 years,"White,Other",Hispanic,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,0,Internal factors,External factors,101.294
4/3/21 12:05,4/3/21 12:08,75.22.162.85,186,R_ZmjxTmW81apjaKJ,1507825,30.5874939,-97.85350037,Male,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,3,Internal factors,External factors,156.082
4/3/21 12:15,4/3/21 12:18,67.81.119.103,164,R_VJ3myxpv9UB7vS9,1946449,40.81080627,-73.36669922,Female,30-44 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,5,External factors,External factors,50.044
4/3/21 12:29,4/3/21 12:31,24.181.235.109,128,R_1NwdWmPaVkVQ66w,6769256,42.17630005,-72.57710266,Female,45-59 years old,Master's degree,21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,3,Internal factors,External factors,100.183
4/3/21 12:33,4/3/21 12:37,98.219.109.23,226,R_3J3CcdUEom1EvEw,4152588,27.04760742,-82.23770142,Female,18-29 years old,Associate degree in college (2-year),6-10 years,"White,Black or African American",,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,7,Internal factors,External factors,176.326
4/3/21 12:48,4/3/21 12:54,75.182.166.232,357,R_2axBrajTfqx53CQ,1546080,34.06509399,-81.02809906,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),6-10 years,"Black or African American,American Indian or Alaska Native",,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,9,Internal factors,Internal factors,301.092
4/3/21 12:54,4/3/21 12:57,173.168.103.71,238,R_UVDhCcgMIwC0lfr,2810707,28.46429443,-82.59980011,Female,60+ years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,4,External factors,External factors,196.2
4/3/21 13:11,4/3/21 13:15,172.58.235.186,249,R_2txPFEuybzMox4U,1000331,40.74180603,-74.22360229,Male,45-59 years old,Master's degree,21+ years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,7,Internal factors,Internal factors,213.276
4/3/21 13:26,4/3/21 13:31,172.58.109.49,255,R_2EbCDHmgLIz37ft,1968771,32.73190308,-96.90570068,Female,45-59 years old,Associate degree in college (2-year),1-2 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,3,5,Internal factors,Internal factors,196.494
4/3/21 13:52,4/3/21 13:55,173.170.195.216,201,R_1gGYR9oGplBszeX,3127323,28.40789795,-82.53980255,Male,60+ years old,High school graduate (high school diploma or equivalent including GED),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,6,External factors,Internal factors,165.938
4/3/21 13:58,4/3/21 14:02,98.27.209.160,204,R_uypNyFcdJb2Ghcl,2829560,41.6867981,-81.33989716,Male,45-59 years old,Associate degree in college (2-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,6,External factors,Internal factors,176.526
4/3/21 14:25,4/3/21 14:28,75.190.80.124,227,R_2RVxu3yQoVzzSq6,9140581,35.86509705,-80.88580322,Male,18-29 years old,High school graduate (high school diploma or equivalent including GED),0 years (No work experience),Black or African American,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,0,Internal factors,External factors,201.322
4/3/21 15:06,4/3/21 15:08,68.206.224.219,131,R_vMKt7KWTRVSvvsB,7764003,31.77749634,-106.490303,Female,60+ years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,8,Internal factors,External factors,105.326
4/3/21 15:10,4/3/21 15:15,100.14.231.110,270,R_1JWyh7d23ynXoqc,7460224,39.81559753,-75.50569916,Male,60+ years old,Associate degree in college (2-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,6,External factors,External factors,239.824
4/3/21 15:18,4/3/21 15:23,45.35.97.203,291,R_2cBjaNRvEYIcPf2,5075394,32.81370544,-96.87039948,Female,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,7,External factors,Internal factors,256.939
4/3/21 15:20,4/3/21 15:26,172.78.4.249,336,R_QhuUCkDZAJqvKxP,2720119,41.45489502,-87.06130219,Male,45-59 years old,High school graduate (high school diploma or equivalent including GED),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,3,Internal factors,External factors,305.726
4/3/21 15:46,4/3/21 15:49,96.19.109.132,221,R_1IL4dLnAbkjQB3t,5545747,46.37089539,-116.8547974,Female,18-29 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,3,8,External factors,Internal factors,196.112
4/3/21 16:16,4/3/21 16:17,76.21.80.49,43,R_XN9FomqpiDNV105,9027622,38.26699829,-122.0439987,Female,18-29 years old,High school graduate (high school diploma or equivalent including GED),1-2 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Strict company policy on timing of salary increases,5,6,Internal factors,Internal factors,26.254
4/3/21 16:16,4/3/21 16:21,174.250.22.5,338,R_3Jhk1GrLaBzK9BT,3095284,37.75100708,-97.8219986,Male,30-44 years old,High school graduate (high school diploma or equivalent including GED),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,5,Internal factors,External factors,271.502
4/3/21 16:19,4/3/21 16:22,72.31.20.28,208,R_2Pqf0H8dSL85YZ5,1167804,42.47360229,-83.51860046,Female,45-59 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,6,External factors,Internal factors,178.647
4/3/21 16:36,4/3/21 16:39,68.199.8.251,197,R_2QAIeZhMi5gnM0y,8820589,40.58279419,-73.95320129,Male,18-29 years old,Bachelor's degree in college (4-year),1-2 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,3,8,Internal factors,External factors,135.482
4/3/21 17:10,4/3/21 17:13,172.73.124.199,158,R_2w7aSFSKGPvPEQf,1758847,35.31350708,-81.55989838,Female,18-29 years old,Less than high school degree,6-10 years,"White,American Indian or Alaska Native",,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,5,External factors,Internal factors,127.901
4/3/21 17:18,4/3/21 17:21,73.207.158.69,207,R_2VseOKK6bxDCFQf,4888826,33.58439636,-84.32060242,Female,45-59 years old,High school graduate (high school diploma or equivalent including GED),21+ years,Other,mexican/asian,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,8,Internal factors,External factors,179.971
4/3/21 17:48,4/3/21 17:51,69.255.221.253,198,R_28FYATDDniifqP3,6097569,38.8578949,-77.06020355,Male,60+ years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,9,Internal factors,External factors,156.595
4/3/21 18:17,4/3/21 18:24,107.77.234.70,405,R_115BwL73YuhtO7j,5245727,37.75100708,-97.8219986,Male,30-44 years old,High school graduate (high school diploma or equivalent including GED),16-20 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,0,Internal factors,External factors,265.799
4/3/21 18:32,4/3/21 18:38,167.102.191.18,352,R_2S1cxK843zPJjfc,5446880,39.21510315,-76.7539978,Female,30-44 years old,Bachelor's degree in college (4-year),16-20 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,1,Internal factors,Internal factors,260.131
4/3/21 19:22,4/3/21 19:24,67.181.161.57,147,R_214bKEshHbIrpFO,8248038,36.86129761,-119.7668991,Male,30-44 years old,High school graduate (high school diploma or equivalent including GED),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,8,External factors,Internal factors,113.861
4/3/21 19:23,4/3/21 19:26,142.129.17.166,169,R_2bWyrr68KvgmPaI,7955249,34.0861969,-117.9640961,Female,18-29 years old,Bachelor's degree in college (4-year),6-10 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,3,Internal factors,External factors,139.957
4/3/21 19:35,4/3/21 19:38,24.154.162.242,194,R_10HlEabnvS4BKRd,7989745,41.02200317,-80.66590118,Male,30-44 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,5,Internal factors,External factors,148.882
4/3/21 19:39,4/3/21 19:44,70.176.195.150,346,R_3KDilfX5lBMQ0zN,6584676,33.43060303,-111.9255981,Male,18-29 years old,High school graduate (high school diploma or equivalent including GED),6-10 years,"White,American Indian or Alaska Native",,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,3,5,Internal factors,External factors,288.767
4/3/21 19:57,4/3/21 20:02,100.2.145.126,323,R_dbVw16JfHTWN5IZ,4545904,40.87030029,-73.85250092,Male,45-59 years old,Associate degree in college (2-year),21+ years,Other,Multi-Racial,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,5,Internal factors,External factors,270.258
4/3/21 20:51,4/3/21 20:54,107.77.237.33,207,R_qF5NnC6I26bYlax,5809246,33.76669312,-84.33630371,Male,30-44 years old,Bachelor's degree in college (4-year),16-20 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,9,7,Internal factors,External factors,180.212
4/3/21 21:35,4/3/21 21:36,136.244.142.154,66,R_WiHuPZqdR5IABBD,8279488,41.34950256,-72.10299683,Male,18-29 years old,Bachelor's degree in college (4-year),0 years (No work experience),White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,5,External factors,Internal factors,42.639
4/3/21 21:35,4/3/21 21:38,64.124.92.174,185,R_pbzfU5d3hI7remd,2992365,33.3289032,-111.865799,Female,45-59 years old,High school graduate (high school diploma or equivalent including GED),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,4,Internal factors,External factors,152.742
4/3/21 21:41,4/3/21 21:44,107.77.224.124,158,R_31maQq3GN2ROVXj,3620693,40.83430481,-73.92350006,Female,60+ years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,6,Internal factors,External factors,132.937
4/3/21 21:42,4/3/21 21:51,23.83.133.188,574,R_3fxW4wdIp2Ux3fl,3863624,33.43800354,-111.7117996,Female,45-59 years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,9,10,Internal factors,External factors,517.078
4/3/21 22:25,4/3/21 22:30,75.118.188.190,259,R_2hKCf2spVsn0Gpb,5030994,41.5019989,-82.00910187,Male,45-59 years old,Master's degree,21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,4,External factors,Internal factors,222.801
4/4/21 1:56,4/4/21 1:59,24.167.222.38,186,R_3JzaolOQlIS1Nwz,8445324,43.0500946,-87.96479797,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),3-5 years,Black or African American,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,4,Internal factors,Internal factors,139.927
4/4/21 4:13,4/4/21 4:18,45.41.134.155,281,R_1IW8JxKfDomnYmM,7782893,37.75100708,-97.8219986,Male,30-44 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,9,External factors,Internal factors,231.431
4/4/21 5:06,4/4/21 5:10,151.200.235.68,198,R_1CBladCW2Uv8iYq,4551539,38.8921051,-77.25219727,Female,30-44 years old,Bachelor's degree in college (4-year),6-10 years,Black or African American,,Kevin,Was not mentioned in the text,Recognized the entire team for their support,[]'s performance doesn't warrant a raise,2,8,Internal factors,Internal factors,4.797
4/4/21 5:37,4/4/21 5:42,66.91.57.166,312,R_ZK60VaaNEpH2QYp,1577431,22.08990479,-159.3482056,Male,18-29 years old,High school graduate (high school diploma or equivalent including GED),6-10 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,4,Internal factors,Internal factors,284.488
4/4/21 7:33,4/4/21 7:36,71.201.189.44,167,R_2xJhaRfXkEUVZVo,8977059,42.05810547,-86.48079681,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),16-20 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,5,External factors,Internal factors,136.8
4/4/21 7:52,4/4/21 7:54,98.223.148.212,127,R_uaot1QRl6nHsjhn,7074269,41.97039795,-87.70359802,Female,30-44 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,5,Internal factors,External factors,103.446
4/4/21 7:56,4/4/21 7:58,47.192.2.251,116,R_3EFMiNRRDIjV05j,9917187,27.89570618,-81.8117981,Male,18-29 years old,High school graduate (high school diploma or equivalent including GED),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,6,Internal factors,External factors,87.475
4/4/21 8:44,4/4/21 8:45,102.129.224.2,93,R_3mn4CcrT5NXrxB7,2073387,34.05439758,-118.2440033,Female,18-29 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,9,Internal factors,Internal factors,57.701
4/4/21 8:41,4/4/21 8:54,172.58.144.139,763,R_DejsBnAiXcsuh0t,5902129,38.25390625,-85.76000214,Female,30-44 years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,8,Internal factors,Internal factors,558.796
4/4/21 9:27,4/4/21 9:31,159.250.37.164,186,R_3sid9YQ0UsQr8mx,8907381,40.06140137,-80.0007019,Male,30-44 years old,Associate degree in college (2-year),16-20 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,6,Internal factors,External factors,138.633
4/4/21 9:54,4/4/21 9:57,24.18.146.129,179,R_1odkUn8Ww0rwdnw,4967049,47.61759949,-122.142395,Male,30-44 years old,High school graduate (high school diploma or equivalent including GED),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,2,Internal factors,Internal factors,153.658
4/4/21 10:05,4/4/21 10:10,98.184.91.221,329,R_2q3Jl1AGL61ghsj,8258087,32.59379578,-83.64199829,Female,30-44 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,10,2,Internal factors,External factors,244.302
4/4/21 10:28,4/4/21 10:33,68.195.142.96,269,R_vJo3vtpAmn9D0Pv,9637160,41.04289246,-74.10040283,Female,60+ years old,Doctoral degree,21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,9,Internal factors,Internal factors,218.679
4/4/21 10:37,4/4/21 10:39,3.86.178.105,108,R_29bvzGKotXTyzMO,4404107,39.0480957,-77.47280121,Female,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,7,External factors,Internal factors,89.729
4/4/21 10:47,4/4/21 10:49,108.44.194.186,71,R_1ouTIc85e2pzw3b,2774702,38.27099609,-77.54949951,Male,18-29 years old,High school graduate (high school diploma or equivalent including GED),1-2 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,5,Internal factors,Internal factors,54.127
4/4/21 11:52,4/4/21 11:58,72.69.155.78,372,R_22QQYhuSt8vHQJo,1937441,40.72790527,-73.51180267,Male,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,0,External factors,External factors,358.905
4/4/21 12:02,4/4/21 12:04,47.24.17.238,118,R_3IZfADMSnZQMZoA,1169514,32.93209839,-97.28340149,Female,18-29 years old,High school graduate (high school diploma or equivalent including GED),1-2 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,3,2,Internal factors,Internal factors,54.633
4/4/21 12:39,4/4/21 12:40,174.110.215.76,75,R_1IN8qCSCQbJVtol,3178965,35.05969238,-79.00579834,Male,18-29 years old,Bachelor's degree in college (4-year),1-2 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,3,Internal factors,Internal factors,59.406
4/4/21 12:42,4/4/21 12:49,75.87.100.149,409,R_ON1cOrK4bAjgoJX,9908754,27.73199463,-97.38760376,Female,30-44 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,0,Internal factors,External factors,376.982
4/4/21 13:54,4/4/21 13:56,47.218.105.6,115,R_1joXrC7qJ4EKwkA,7103664,30.54780579,-96.27149963,Male,45-59 years old,Bachelor's degree in college (4-year),6-10 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,8,External factors,Internal factors,81.255
4/4/21 14:22,4/4/21 14:46,104.37.31.159,1449,R_2w189qiGv99hkmV,2263553,40.78759766,-74.05999756,Male,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kevin,15%,Recognized the entire team for their support,Does not have the budget for salary increases,9,7,Internal factors,External factors,701.457
4/4/21 14:51,4/4/21 14:51,174.223.3.214,26,R_2YFnxmt6SNRwShO,3951995,33.37919617,-86.69689941,Male,30-44 years old,Associate degree in college (2-year),3-5 years,White,,Kevin,10%,Recapped the work [he/she] has done over the past year,[]'s performance doesn't warrant a raise,7,5,External factors,Internal factors,8.855
4/4/21 15:12,4/4/21 15:13,208.104.51.119,75,R_1PRByGyWvfIfIow,4612942,34.97810364,-80.85410309,Female,30-44 years old,Master's degree,6-10 years,Asian,,Kevin,15%,Got straight to [his/her] request,Does not have the budget for salary increases,6,6,Internal factors,Internal factors,42.578
4/4/21 16:49,4/4/21 16:51,72.192.57.219,165,R_2aFheP5c6pAiXLD,1994144,41.99159241,-72.55999756,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),21+ years,Black or African American,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,10,8,Internal factors,External factors,137.634
4/4/21 16:56,4/4/21 16:59,206.213.26.100,128,R_3oQG3UFyk5I1ffA,3638371,33.56129456,-112.1442032,Non-binary / third gender,18-29 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,5,Internal factors,External factors,104.126
4/4/21 17:57,4/4/21 18:00,24.12.178.51,208,R_25FL0ovRwQER9GQ,5615886,41.94599915,-87.70330048,Male,30-44 years old,Bachelor's degree in college (4-year),16-20 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,7,External factors,Internal factors,167.367
4/4/21 17:59,4/4/21 18:03,72.203.102.44,206,R_1gwHQ2ANAdFj7lV,9478688,33.75149536,-118.3670044,Female,18-29 years old,Master's degree,3-5 years,Native Hawaiian or Pacific Islander,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,7,External factors,Internal factors,182.145
4/4/21 19:36,4/4/21 19:40,24.96.125.36,203,R_3k1cOe1NV4GNEIf,9401183,34.70950317,-86.73609924,Male,60+ years old,Master's degree,21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,10,9,Internal factors,External factors,165.678
4/4/21 19:40,4/4/21 19:44,172.58.229.173,288,R_2dsuRvIWA0fUCgn,4955613,40.67129517,-73.89430237,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,6,Internal factors,Internal factors,236.614
4/4/21 19:52,4/4/21 19:59,73.73.216.186,418,R_3R46TzoMvCjNPLQ,9419458,41.76879883,-88.14250183,Female,45-59 years old,Master's degree,21+ years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,9,10,Internal factors,Internal factors,369.098
4/4/21 19:57,4/4/21 19:59,174.107.225.143,144,R_3ik75HoF8J5jsxk,8947203,33.91329956,-80.35870361,Female,18-29 years old,Associate degree in college (2-year),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,4,External factors,Internal factors,114.101
4/4/21 19:57,4/4/21 20:01,108.5.230.203,254,R_1dK9veiczvKIH5H,2568899,40.85479736,-74.02839661,Male,45-59 years old,Bachelor's degree in college (4-year),16-20 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,2,External factors,Internal factors,218.022
4/4/21 20:08,4/4/21 20:13,45.50.31.113,262,R_3RwHzb6oRp0j34Y,3668404,33.92999268,-117.9477005,Female,30-44 years old,Master's degree,6-10 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,9,Internal factors,External factors,97.632
4/4/21 20:12,4/4/21 20:13,100.35.83.33,72,R_29iTIFO6bTF1lSF,4249275,40.72380066,-74.22930145,Male,18-29 years old,Associate degree in college (2-year),1-2 years,Asian,,Kevin,15%,Got straight to [his/her] request,[]'s performance doesn't warrant a raise,6,2,Internal factors,External factors,32.618
4/4/21 21:27,4/4/21 21:33,173.81.98.247,368,R_1Fly4B09zbIQZQH,2466834,38.36689758,-81.7397995,Female,30-44 years old,Associate degree in college (2-year),16-20 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,0,Internal factors,External factors,335.726
